"FIPS","totpop","age","race","education","maritalstatus","employed","medhouseincome","rentpincome","householdsize","healthins","gini","household"
22017023905,4690,89.87,75.71,38.09,50.35,96.83,42368,2.05343655589124,2.22,85.96,0.512,37.33
22017024000,10292,88.7,90.55,56.04,69.74,96.93,122266,1.12214352313808,2.84,94.97,0.4685,77.5
22017024102,4343,85.15,70.76,14.23,50.44,92.28,49899,1.28459488166096,2.76,82.82,0.3932,51.81
22017024104,6956,89.07,33.15,9,45.79,92.55,40417,1.80864487715565,2.68,83.21,0.3582,43.27
22017024106,7992,89.85,55.74,19.15,37.1,92.2,39353,2.02271745483191,2.5,80.6,0.4035,33.25
22017024107,5599,87.94,43.51,10.23,42.09,92.67,54975,1.26239199636198,3.01,82.95,0.361,46.47
22017024108,6866,82.41,62.76,21.16,53.41,95.49,48160,1.51785714285714,2.46,89.17,0.4108,50.88
22017024109,3700,82.16,79.54,20.99,52.88,95.34,58341,1.44666700947875,2.52,88.73,0.3737,50.85
22017024201,3622,92.57,30.62,21.84,36.59,94.39,45726,1.4739972881949,2.49,84.48,0.3535,33.47
22017024202,7292,90.35,76.58,22.23,56.84,93.59,61250,1.07102040816327,2.76,83.56,0.3872,57.84
22017024203,5652,89.88,71.46,9.1,48.63,96.01,52637,1.35456048027053,2.71,79.28,0.3517,55.8
22017024301,7928,87.68,22.43,31.62,44.77,92.63,49380,1.49250708788983,2.84,83.03,0.4078,46.6
22017024303,5786,89.73,36.42,14.34,36.02,91.84,39706,1.96947564599809,2.44,81.09,0.4589,33.25
22017024304,5219,86.22,62.35,18.82,51.52,94.08,44150,1.32955832389581,2.52,85.94,0.4254,49.44
22017024400,4929,83.91,45.63,25.97,49.71,92.04,54809,1.48698206498933,2.44,84.54,0.4311,48.79
22017024503,5240,87.46,59.35,16.87,41.2,90.21,42321,1.82887927979017,2.85,78.34,0.4204,37.82
22017024504,5515,87.54,90.5,10.99,52.57,92.87,49792,1.53036632390745,2.84,79.81,0.4162,54.28
22017024601,5301,89.62,7.51,2.78,24.18,79.59,18844,3.20526427510083,3.02,78.61,0.5414,21.48
22017024602,5839,89.07,5.33,8.45,16.73,91.4,20176,2.7210547184774,2.45,76.22,0.4496,13.76
22017024700,1903,80.56,77.72,28.01,61.2,93.98,77644,1.2235330482716,2.42,91.91,0.4046,60.21
22017024800,891,77.55,56.79,15.71,42.38,92.49,39583,1.83159437132102,2.46,84.96,0.5902,41.44
22017024900,3022,75.45,92.52,10.33,53.12,90.28,42399,0.90096464539258,2.33,85.31,0.4824,51.43
22017025000,3765,82.34,61.99,9.92,39.93,90.22,25000,1.736,2.25,79.42,0.5162,34.1
22017025100,1933,78.07,61.36,9.59,42.57,92.11,23918,2.41659001588762,2.15,83.99,0.4886,36.23
22017025200,1210,76.36,13.14,7.1,8.85,78.54,13722,2.84943885730943,2.12,70.73,0.6523,6.46
22017025300,1380,87.46,37.32,9.1,9.54,83.96,16566,3.33816250150911,1.65,62.55,0.4595,7.45
22017025405,4057,80.23,84.13,28.56,68.09,95.46,58289,1.06194993909657,2.5,90.26,0.5199,66.19
22017025406,4834,87.55,81.11,14.78,50.31,94.51,43866,2.45064514658277,2.61,79.52,0.4597,50.22
22019000100,1642,82.34,61.57,24.27,24.14,87.04,25208,1.96366232941923,1.61,77.01,0.5112,16.91
22019000200,1520,75.13,10.46,10.94,39.15,87.32,37760,1.52012711864407,2.48,81.05,0.4494,39.97
22019000300,1705,83.28,4.34,7.06,18.6,78.65,17299,2.50303485750621,2.69,81.52,0.476,15.37
22019000400,1642,96.1,0.06,11.9,17.39,69.38,15667,2.22122933554605,2.94,76.31,0.6091,18.71
22019000500,3356,87.69,80.21,54.33,37.77,92.78,61125,1.20572597137014,2.09,87.27,0.5163,31.08
22019000600,6076,87.36,11.49,5.88,26.17,86.97,23449,2.11949336858715,2.44,79.23,0.4673,25.14
22019000700,4494,86.76,48.35,14.78,29.64,91.19,28670,2.56714335542379,2.17,77.26,0.4638,26.46
22019000800,3126,88,55.53,7.05,26.28,87.79,26976,2.4985172004745,2.3,74.59,0.4015,22.81
22019000900,4268,82.85,25.94,20.72,45.15,90.8,41456,1.81638363566191,2.54,86.99,0.3812,44.93
22019001000,4286,79.35,95.45,37.16,47.9,93.76,53536,1.66430065750149,2.23,86.02,0.4785,45.93
22019001100,4664,90.99,64.07,19.63,23.56,85.15,28475,2.77787532923617,2.3,74.96,0.4431,28.88
22019001201,4860,90.1,28.25,15.39,39.21,91.98,34451,2.17990769498708,2.63,80.48,0.4176,35.88
22019001202,3488,93.89,15.14,3.63,35.27,88.85,21949,2.76550184518657,2.52,78.78,0.4439,29.07
22019001300,7021,84.13,83.68,33.89,59.18,93.14,55735,1.51072037319458,2.54,85.76,0.4362,59.12
22019001400,5466,83.64,10.94,12.21,33.26,83.17,30680,2.77705345501956,2.65,80.42,0.4445,31.72
22019001500,1437,79.54,3.27,5.89,34.17,87.86,29000,2,2.27,81.28,0.3819,28.39
22019001600,4783,88.21,23.56,11.05,21.49,89.51,28293,2.1736825363164,2.5,80.23,0.4267,23.52
22019001700,8575,89.46,71.57,14.82,51.91,91.13,39731,1.90783015781128,2.4,78.3,0.4529,49.97
22019001801,9491,90.99,85.5,27.27,58.68,95.69,65149,1.33540038987552,2.74,87.64,0.4231,60.98
22019001901,3085,85.58,92.29,45.93,59.43,97.82,77829,0.835164270387645,2.4,92.16,0.5311,61.46
22019001903,6253,87.59,77.43,35.12,52.52,91.24,51417,1.74650407452788,2.47,89.64,0.3931,49.39
22019001904,5295,85.51,86.74,46,60.65,94.94,75870,1.25477790958218,2.37,94.26,0.5296,57.04
22019002000,8912,90.16,84.46,14.31,52.66,92.46,55480,1.47801009372747,2.93,86.64,0.4014,60.74
22019002100,2875,89.88,66.99,10.65,51.3,92.75,50152,1.10464188865848,2.81,75.01,0.4113,52.64
22019002201,7501,88.91,95.04,24.42,65.14,95.09,60596,1.26245956828834,2.79,87.08,0.3729,69.25
22019002203,6273,89.48,90.13,19.87,59.22,94.43,71319,0.942245404450427,2.86,87.2,0.4225,63.35
22019002204,5233,88.88,92.64,19.26,62.14,97.76,58600,1.3481228668942,2.8,87.08,0.3819,65.13
22019002300,2650,85.28,93.43,10.58,64.87,92.37,61500,1.20162601626016,2.71,88.92,0.3512,65.25
22019002400,6298,82.68,82.68,10.64,51.36,88.32,38934,1.50511121384908,2.66,74.47,0.4372,52.48
22019002500,3371,88.58,94.39,21.33,57.1,93.5,61525,0.975213327915482,2.71,87.78,0.4985,58.55
22019002600,4926,86.97,76.82,14.24,54.19,85.55,44577,1.3841218565628,2.57,80.84,0.4237,50.97
22019002700,8957,89.83,82.01,11.11,52.53,88.76,42101,1.39664140994276,2.9,81.76,0.4091,58.8
22019002800,4499,86.17,88.49,5.48,34.37,84.06,27785,2.91164297282707,2.56,73.89,0.5,33.92
22019002900,1998,81.93,80.43,10.46,56,96.54,45101,2.09307997605375,2.53,76.83,0.3825,52.35
22019003000,4954,87.81,89.42,23.7,50.24,92.58,42272,1.56604844814534,2.74,83.83,0.4702,46.64
22019003101,5027,81.6,97.65,27.88,59.65,89.17,59247,1.18993366752747,2.41,84.99,0.3992,58.34
22019003102,2515,88.27,89.26,41.71,61.34,97.23,73902,1.02974209087711,2.74,97.5,0.4385,62.21
22019003200,2477,92.21,91.76,16.19,58.99,95.47,42446,1.8329171182208,2.79,87.4,0.4416,48.93
22019003300,5074,92.1,90.86,13.22,56.76,88.05,53341,1.55790105172381,2.91,84.51,0.4054,56.46
22019003500,3642,83.33,74.22,4.94,46.17,94.75,35742,1.8605562083823,2.71,79.61,0.433,45.67
22019003600,3987,81.19,91.6,5.76,55.3,92.93,34395,1.13388573920628,2.57,82.02,0.4791,56.7
22021000100,2819,82.62,85.63,15.16,50.14,92.01,48846,1.1771690619498,2.64,79.39,0.5113,49.72
22021000200,2917,86.12,69.83,11.66,43.07,93.31,38958,1.2115611684378,2.45,77.96,0.4282,40.22
22021000300,4382,85.37,84.82,8.26,48.6,93.23,35675,1.11843027330063,2.33,79.5,0.5284,48.87
22023970100,5173,89.97,97.54,16.13,56.69,92.56,63393,1.08687079015033,2.99,86.49,0.3724,64.73
22023970201,1761,79.61,98.01,9.7,65.97,100,61549,0.922841963313783,2.29,78.82,0.4513,65.57
22025000100,4481,86.16,66.57,9.61,48.27,93.28,32184,1.15274670643798,2.5,77.46,0.5386,49.51
22025000200,2687,82.21,36.99,11.66,41.88,79.03,28872,1.52050429481851,2.7,72.95,0.4558,43.57
22025000300,3241,86.55,95.59,7.93,52.29,92.41,44854,1.07905649440407,2.56,77.85,0.4474,54.93
22027950100,3931,81.53,55.25,17.76,44.31,88.2,39632,1.27674606378684,2.72,80.95,0.4551,51.94
22027950200,3540,85.51,45.68,7.42,32.74,94.2,30000,3.11666666666667,2.77,81.17,0.4717,52.35
22027950300,2974,80.4,53.77,13.67,41.18,83.2,29505,1.79969496695475,2.73,89.07,0.5046,37.96
22027950400,3557,86.22,27.07,14.73,24.37,69.38,29333,2.26025295741997,2.88,76.19,0.5011,23.38
22027950500,3057,84.2,58.42,9.73,39.32,86.02,33977,1.71292344821497,2.64,75.43,0.4748,38.69
22029000100,3160,84.24,59.87,12.15,40.33,85.55,29461,1.39845897966804,2.39,80.99,0.5003,42.49
22029000200,5657,85.73,20.36,7.28,24.01,71.85,16019,2.36594044572071,2.52,64.85,0.5417,19.92
22029000300,4047,86.98,69.8,10.21,39.75,84.5,34835,1.98650782259222,2.52,80.14,0.4313,41.58
22029000400,4527,83.7,75.66,17.78,43.49,85.59,35898,1.32319349267369,2.52,81.91,0.4748,43
22029000500,3233,85.21,80.51,11.62,56.76,93.66,44430,1.41345937429665,2.52,85,0.4527,69.15
22031950100,8880,87.06,72.15,12.65,57.11,92.73,53105,1.43301007438094,2.67,82.43,0.3961,57.88
22031950200,4470,86.22,76.89,11.62,48.47,94.25,40598,1.20695600768511,2.59,77.98,0.4355,47.18
22031950300,2617,83.42,57.47,13.43,46.82,96.96,37042,1.91404351816857,2.63,83.38,0.514,49.35
22031950400,2570,80.51,37.32,13.4,43.04,81.08,30577,1.90012100598489,2.31,88.08,0.4658,43.66
22031950500,2134,89.22,16.59,8.29,25.65,88.98,24516,1.69685103605808,2.5,81.58,0.5316,18.85
22031950600,3163,86.97,18.15,13.14,32.99,87.06,19808,1.7720113085622,2.43,81.98,0.4811,27.92
22031950700,2861,81.75,73.12,5.96,51.31,85.36,40060,1.09086370444333,2.7,82,0.4973,52.69
22033000100,1886,94.33,9.12,9.56,31.39,84.84,24825,3.23867069486405,3.63,79.85,0.3787,30.19
22033000200,7031,90.94,10.28,9.16,19.94,90.63,30323,1.99188734623883,2.79,77.6,0.404,19.56
22033000300,1456,96.57,2.13,5.23,18.34,83.42,34648,2.135765412145,2.44,71.25,0.3572,17.83
22033000400,3198,91.9,7.75,4.7,20.66,89.13,28260,3.27671620665251,3.22,80.08,0.4384,23.01
22033000500,4259,93.05,1.27,4.27,13.06,79.93,19275,3.58495460440986,3.02,71.73,0.4129,11.63
22033000601,3471,93.86,4.03,9.73,20.97,86.65,26431,3.06458325451175,2.89,76.52,0.4024,18.52
22033000602,4445,86.43,2.45,6.23,24.82,92.93,28790,2.83084404307051,2.84,77.08,0.3845,24.57
22033000701,2223,93.21,14.57,15.75,38.08,89.84,30809,2.13898536142036,2.87,78.63,0.4681,40.28
22033000702,3543,92.1,2.09,15.83,24.8,85.83,28834,2.2646875216758,2.58,72.96,0.4139,24.24
22033000900,4839,87.87,0.12,11.05,18.96,84.78,27152,2.85798467884502,3.16,71.03,0.4185,17.69
22033001000,3573,84.89,0.36,10.32,16.84,76.7,21451,3.35648687706867,2.59,71.17,0.4085,16.08
22033001102,3541,84.3,12.88,24.94,28.08,88.47,22122,2.92016996654914,2.1,84.15,0.5486,14.66
22033001103,2945,84.96,10.25,9.55,21.93,72.96,26216,2.73115654562099,2.55,71.65,0.4531,19.22
22033001104,4307,96.4,7.13,9.38,10.41,76.24,18707,3.55481905169188,2.49,75.06,0.4654,4.85
22033001600,3603,91.73,59.42,48.99,27.57,91.42,43310,1.97644885707689,2.14,85.97,0.411,23
22033001700,4831,82.96,71.72,49.61,39.17,95.51,43191,1.6739598527471,2,89.13,0.5435,33.73
22033001800,2705,83.11,66.8,35.46,30.7,80.96,40067,1.89931864127586,1.98,78.66,0.4432,23.86
22033001900,2509,81.63,89.04,57.72,58.42,98.05,63889,1.43686706631815,2.07,94.98,0.485,51.16
22033002000,3283,76.94,86.48,54.1,57.62,96.13,63462,1.32205099114431,2.24,90.37,0.4671,52.18
22033002200,1179,92.03,4.5,8.73,23.91,99.19,17719,3.97313618150008,2.34,58.61,0.4733,19.96
22033002300,2756,89.7,96.15,67.48,41.5,96.42,73375,1.58364565587734,2.14,92.02,0.5244,39.92
22033002400,2557,89.44,30.5,15.38,16.85,88.33,20400,2.9656862745098,2.39,77.9,0.396,13.75
22033002500,3169,90.38,37.58,27.83,11.88,84.38,19733,3.75513099883444,2.27,76.84,0.6136,11.44
22033002601,3732,88.88,93.84,71.19,38.73,95.05,65500,1.82748091603053,2.32,93.03,0.4893,40.35
22033002602,4077,85.58,79.27,63.78,54,96.76,77917,1.46822901292401,2.25,94.04,0.5033,45.07
22033002700,1723,88.86,29.43,26.41,29.24,84.4,39628,1.50398707984254,2.79,81.78,0.5234,26.86
22033002801,2881,99.31,36.76,78.92,20.98,96.61,26475,2.32294617563739,2.15,82.51,0.4319,18.02
22033002802,5501,99.44,78.77,64.19,2.02,92.82,13197,5.0844888989922,2.17,90.73,0.5357,7.94
22033003000,5511,93.3,17.26,14.63,8.82,79.15,24509,2.20327226733037,2.99,81.29,0.4916,14.35
22033003101,4730,83.26,0.25,15.52,21.06,84.61,20038,3.19393153009282,2.84,74.71,0.4449,17.16
22033003103,2070,93.67,7.63,7.8,15.82,77.25,25847,2.13564436878555,3.49,72.05,0.3845,22.1
22033003201,3869,89.87,25.38,24.95,41.76,89.05,54593,2.39957503709267,2.84,84.7,0.3228,41.56
22033003202,3816,86.74,41.67,21.06,47.1,91.5,55191,1.91154354876701,2.53,92.01,0.3482,48.9
22033003300,5276,87.74,0.15,13.99,25.94,82.05,25616,3.07620237351655,2.93,78.85,0.4348,24.06
22033003400,5779,87.94,2.6,20.08,31.39,85.93,37283,1.97677225545155,3.02,82.47,0.4286,31.9
22033003501,3315,89.56,22.35,23.28,36.58,90.33,49226,1.54593101206679,3.11,75.32,0.3719,43.1
22033003504,6233,92.15,3.87,19.56,33.07,85.5,47835,1.96090728546044,2.92,84.35,0.4292,35.97
22033003505,4287,92.75,19.87,14.14,34.71,87.6,38686,1.68794912888383,2.89,85.3,0.4355,37.48
22033003506,7162,88.45,11.17,19.31,46.56,92.84,47194,1.60825528668899,2.68,89.42,0.397,51.22
22033003507,5526,90.88,18.62,26.68,49.1,91.52,55462,1.59208106451264,2.82,88.85,0.3463,53.09
22033003601,3540,84.24,28.67,20.92,44.87,91.12,45691,1.4641833183778,2.68,80.36,0.3744,44.28
22033003603,2706,91.87,44.42,19.3,19.01,87.8,34872,1.9671943106217,2.49,79.08,0.3779,16.11
22033003604,6204,96.21,10.96,7.47,30.27,84.05,26558,2.65456736200015,2.86,71.02,0.4403,27.23
22033003701,5657,79.81,66.89,37.49,39.71,95.43,54820,1.30791681867931,2.4,86.17,0.3413,36.41
22033003702,3738,79.94,47.16,26.47,42.24,97.89,55019,1.35771279012705,2.64,81.99,0.4045,48.5
22033003703,6331,80.48,51.97,36.67,60.28,96.68,71696,2.15353715688462,2.7,84.53,0.3746,60.75
22033003801,6570,83.71,63.79,60.92,43.18,96.98,53185,1.94979787534079,2.03,93.46,0.5623,36.52
22033003802,5542,84.5,78.76,46.35,39.94,97.01,53799,1.64687075967955,2,89.23,0.5031,33.92
22033003804,4375,80.96,89.97,57.15,45.71,96.27,67895,1.38154503277119,1.94,93.48,0.4244,37.75
22033003805,6898,88.84,77.28,45.6,48.58,93.25,52451,1.63962555528017,2.37,90.08,0.4743,41.46
22033003904,5955,92.46,41.39,31.42,30.12,96.22,36237,2.13593840549714,2.1,75.57,0.4496,23.96
22033003906,8786,85.66,80.75,39.92,56.71,95.86,72799,1.32282036841165,2.32,95.01,0.3746,54.51
22033003907,5629,86.46,71.98,46.21,41.29,97.03,53640,1.62938105891126,2.09,88.04,0.4422,35.6
22033003908,4209,89.5,72.32,31.29,55.81,94.52,75598,1.38760284663615,2.36,82.79,0.3676,49.72
22033003909,4738,88.48,51.27,33.66,40.98,95.33,47813,2.03291991717734,2.12,86.57,0.3738,34.44
22033003910,3267,94.83,36.24,20.76,43.54,91.62,43500,1.86206896551724,2.71,68.72,0.3695,35.96
22033004005,6325,88.4,39.57,45.93,37.79,88.75,61957,1.74153041625644,2.46,87.77,0.4308,35.74
22033004006,7957,87.61,75.49,66.36,52.79,98.31,84872,1.18767084550853,2.27,91.09,0.376,49.49
22033004009,7361,91.81,64.5,51.75,53.06,97.06,67772,1.38110133978634,2.41,91.2,0.4779,50.25
22033004010,5032,89.33,79.39,57.04,56.31,94.66,78804,1.51007563067865,2.55,91.04,0.4928,55.63
22033004011,5206,98.41,47.56,29.06,26.88,93.44,32310,2.39244815846487,2.81,72.05,0.5815,20.44
22033004013,3011,99.5,58.59,56.07,9.09,93.58,20260,3.57354392892399,1.88,84.87,0.4873,6.1
22033004014,10526,97.81,86.03,68.58,19.83,94.56,25941,4.28279557457307,2.87,93.62,0.6162,23.97
22033004015,7615,97.96,31.2,34.55,29.59,92.61,39830,2.24956063268893,2.78,87,0.4613,30.76
22033004016,6888,89.98,79.15,67.6,69.59,98.24,114709,1.41662816343966,2.68,97.23,0.4923,72.82
22033004201,6355,86.67,17.34,22.69,34.01,90.17,44185,1.60914337444834,2.89,87.58,0.4224,33.52
22033004203,3897,90.07,20.45,22.51,34.57,83.96,35043,2.4141768684188,3.05,84.62,0.4278,43.6
22033004204,4639,89.46,22.03,12.45,34.26,94.62,40075,1.88646288209607,2.87,77.26,0.3552,32.16
22033004205,5914,86.34,18.43,18.52,43.26,95.34,43618,1.93956623412353,2.81,87.13,0.3893,45.34
22033004301,5992,83.04,87.83,19.97,57.23,94.64,62150,1.11343523732904,2.4,92.77,0.3734,55.76
22033004302,5292,83.71,96.54,15.67,59.13,94.35,65580,1.01555352241537,2.53,90.34,0.4223,63.17
22033004401,5440,83.11,82.28,25.4,58.2,92.85,74665,1.21609857362888,2.88,86.01,0.3721,66.01
22033004402,5960,90.23,84.56,23.59,48.11,93.69,52793,1.46420927016839,2.71,86.31,0.3999,49.39
22033004403,5570,85.03,79.32,26.59,61.73,95.88,63083,1.16037601255489,2.78,88.31,0.3715,68.86
22033004503,7345,90.17,37.75,27.62,50.53,88.66,50096,1.62887256467582,3.15,84.63,0.3857,51.17
22033004504,5743,89.76,65.77,34.85,53.69,95.2,55926,1.56814361835282,2.35,86.35,0.3864,50
22033004505,7687,91.05,45.92,41.35,51.03,95.43,49668,1.74559072239671,2.61,88.89,0.4183,44.83
22033004507,5264,87.69,83.57,46.82,52.92,95.07,83681,1.14123875192696,2.76,93.24,0.4168,56.16
22033004508,7943,89.64,89.61,50.85,66.83,96.43,117640,0.664739884393064,2.82,96.51,0.3131,73.82
22033004509,6283,93.35,68.02,39.87,51.89,92.88,69217,1.10521981594117,2.37,91.92,0.3979,48.54
22033004510,6554,91.68,96.02,45.12,63.9,93.29,79821,1.36931383971637,2.51,95.73,0.3458,62.6
22033004602,6200,86.87,54.52,15.89,41.09,90.45,43811,1.86482846773641,2.85,83.42,0.4215,41.97
22033004603,5062,90.12,42.37,30.01,50.54,95.9,75276,1.32844465699559,3.04,93.59,0.4598,58.33
22033004604,10586,90.97,65.74,29.48,57.78,96.39,72068,1.25714602875062,2.91,92.61,0.3594,59.55
22033004700,6001,84.59,67.91,12.5,51.09,89.92,65984,1.06844083414161,2.99,91.28,0.3866,58.79
22033004800,3484,81.34,85.99,73.51,31.02,98.85,43875,2.25868945868946,2.06,96.03,0.5865,27.93
22033004900,4497,79.34,87.53,70.97,59.05,97.43,87105,1.1158946099535,2.33,94.91,0.5113,58.09
22033005000,3196,76.63,85.39,61.85,60.47,97.39,88150,1.55643788996029,2.47,98.53,0.4519,64.09
22033005100,2768,91.51,31.97,25.31,14.81,92.54,34310,2.3958029728942,2.02,80.83,0.4374,8.5
22033005200,2407,92.36,16.41,18.5,14.7,79.52,31685,2.15559412971438,3.05,74.78,0.485,13.17
22033005300,2720,90.26,27.54,29.27,18.64,81.64,31029,2.07547777885204,2.26,75.06,0.4659,17.15
22035000100,3048,87.01,29.3,11.85,32.89,82.73,31582,1.38369957570768,3.25,68.76,0.5589,38.07
22035000200,2414,86.29,54.1,6.34,39.92,89.55,31493,1.65751119296352,2.49,67,0.4506,54.09
22035000300,2276,87.61,2.94,15.02,21.18,67.07,18390,2.52311038607939,2.55,66.39,0.4679,18.84
22037951300,3419,84.76,35.98,16.17,39.67,91.11,31622,1.53374233128834,2.9,81.51,0.4993,43.7
22037951400,3867,80.76,47.3,10.15,39.28,90.14,32237,1.30905481279275,2.74,82.88,0.4819,42.03
22037951501,1122,88.32,70.41,16.56,56,95.37,50625,1.87654320987654,2.37,88.77,0.35,54.24
22037951502,6419,90.2,54.81,12.54,38.62,92.52,56929,1.30337789175991,2.51,83.79,0.4283,53.08
22037951600,5425,87.52,62.99,12.95,53.8,89.18,43433,1.02226417700827,2.51,86.2,0.4759,52.28
22039950100,7306,91.29,81.96,9.56,52.77,95.78,49318,1.28147937872582,3.16,81.71,0.3995,68.43
22039950200,2007,87.79,98.36,11.77,66.22,96.59,41935,1.22570645045904,2.92,85.7,0.3612,69.43
22039950300,5185,88.93,73.58,8.09,46.72,90.46,36997,1.48390410033246,2.94,85.6,0.4719,55.02
22039950400,6133,83.08,68.61,13.84,38.14,90.59,22312,2.31713875941198,2.4,84.3,0.4955,31.19
22039950500,3180,82.52,34.5,10.6,32.45,95.07,17485,2.46496997426365,2.54,79.15,0.5461,30.74
22039950600,3096,80.98,34.5,9.06,35.16,85.11,18311,2.09163890557588,2.34,81.6,0.5617,30.8
22039950700,3545,87.14,88.27,17.88,63.25,91.18,45945,1.22102513875286,2.57,90.26,0.4171,65.63
22039950800,3537,88.8,62.71,11.06,53.15,95.5,40278,1.32330304384528,2.27,89.96,0.4526,47.56
22041950100,4072,84.7,85.81,15.55,51.35,89.95,47031,1.56492526206119,2.62,76.5,0.4358,48.61
22041950200,4677,84.31,66.99,10.26,44.54,82.2,31724,1.50674568150296,2.38,76.68,0.4604,51.19
22041950300,5318,86.1,37.42,10.32,37.06,82.21,25635,2.17281061049347,2.71,76.66,0.5198,33.58
22041950400,2747,79.83,91.95,12.94,60.08,90.99,36750,1.01224489795918,2.21,78.16,0.4515,54.45
22041950500,1586,83.8,94.51,14.51,55.32,95.28,41250,1.2630303030303,2.28,75.91,0.4424,47.41
22041950600,2314,78.95,55.19,8.84,41.4,88.15,25575,1.79863147605083,2.56,75.33,0.502,38.44
22043020100,2651,87.17,94.04,8.37,54.55,88.36,36977,1.1953376423182,2.51,81.18,0.4439,49.34
22043020200,3151,83.24,88.19,10.18,58.51,86.77,33393,1.63207857934298,2.54,87.15,0.4497,53.15
22043020300,3060,84.51,39.31,15.68,36.77,89.28,29375,1.62382978723404,2.52,77.76,0.5315,34.9
22043020401,5752,85.12,96.63,17.66,51.79,93.91,42717,1.66210173935436,2.72,84,0.4156,55.4
22043020402,7435,93.4,75.95,5.95,39.97,94.17,43038,1.83558715553697,2.74,80.75,0.4153,56.67
22045030100,7427,86.44,49.97,15,43.81,87.33,36656,1.78142732431253,2.9,76.22,0.4844,45.94
22045030200,5811,85.8,85.91,17.57,66.94,93.46,66111,0.904539335360227,2.68,87.32,0.5036,67.67
22045030301,4735,91.78,62.62,9.8,38.49,97.72,49866,1.55015441382906,2.65,78.77,0.44,48.14
22045030302,6017,90.96,75.17,3.98,58.27,92.11,59432,1.12060842643694,3.12,77.45,0.4703,62.03
22045030400,7920,87.77,66.76,7.58,49.3,88.11,50588,1.41140191349727,2.86,80.17,0.4077,50.83
22045030500,4491,88.87,68.76,13.89,49.84,90.88,37095,2.02453160803343,2.64,83.05,0.4499,44.82
22045030600,6227,87.23,79.59,30.62,59.31,95.25,75625,1.3302479338843,2.6,93.02,0.4535,60.9
22045030700,4454,87.2,88.59,14.89,51.55,93.39,48355,1.52828042601592,2.65,83.92,0.3902,50.8
22045030800,2594,88.47,3.86,6.29,36.49,89.18,19794,3.15247044558957,2.44,82.92,0.4809,24.6
22045030900,3326,90.08,39.03,8.37,33.51,86.03,29007,1.93746337091047,2.72,71.11,0.4591,27.21
22045031000,3061,86.05,11.99,10.76,31.64,84.96,24536,2.35572220410825,2.4,79.65,0.4674,30.94
22045031100,5294,85.98,53.97,18.65,35.84,91.29,31509,2.18667682249516,2.54,83.69,0.4404,29.65
22045031200,3649,82.57,71.72,9.26,48.07,90.4,34645,2.14749603117333,2.66,78.95,0.3919,46.67
22045031300,5770,89.15,80.36,11.43,52.26,93.75,56763,1.24552965840424,2.73,81.13,0.3824,54.55
22045031600,2751,84.91,31.81,8.94,43.78,96.18,42513,1.00910309787594,2.56,84.48,0.4383,41.46
22047952600,2953,86.45,40.43,8.52,37.69,91.15,34900,1.07449856733524,2.59,83.27,0.502,37.11
22047952700,6125,89.03,60.24,19.35,49.19,95.91,51840,1.20177469135802,2.7,89.24,0.4964,48.9
22047952900,6034,85.3,63.16,11.59,43.89,92.42,40052,1.42564665934285,2.68,84.92,0.6022,42.84
22047953000,2137,86.24,57.09,4.7,41.31,88.53,43343,1.29894100546801,2.72,86.61,0.4784,40.89
22047953101,5531,83.44,43.28,12.2,33.27,95.05,34006,1.76733517614539,2.44,84.99,0.4818,33.43
22047953102,2968,87.13,33.86,10.2,41.61,91.58,47188,1.56819530389082,3.14,88.07,0.4191,45.29
22047953200,7638,93.26,41.01,11.7,31.28,91.69,54386,0.928547788033685,2.64,86.37,0.422,50.59
22049970100,2709,85.57,67.33,15.46,55.34,87.47,35044,0.987330213445954,2.65,80.23,0.489,54.65
22049970200,3737,82.47,68,12.67,55.25,93.32,36563,1.33741760796434,2.55,87.31,0.4042,53.61
22049970300,4239,82.21,89.36,14.56,53.62,96.16,46675,0.996250669523299,2.58,87.3,0.4184,62.15
22049970400,3628,83.99,40.93,12.39,43.23,92.57,36725,1.6501021102791,2.49,75.27,0.4152,44.24
22049970500,1897,82.39,77.7,16.17,48.45,97.59,46346,1.23419496828205,2.7,80.58,0.4073,51.71
22051020101,2734,80.65,93.09,29.96,51.84,95.65,51628,1.64445649647478,2.13,79.97,0.4396,47.74
22051020102,3069,78.62,93.55,36.68,57.87,98.96,60143,1.71923582129259,2.34,88.01,0.4625,56.59
22051020201,1772,82.22,74.66,45.66,39.47,96.55,54476,1.58234819002864,1.95,88.6,0.5625,31.72
22051020202,3242,94.54,44.32,24.94,30.3,87.46,36011,2.31595901252395,2.28,56.32,0.4038,23.53
22051020203,7359,81.67,82.62,37.98,50.91,91.98,86952,0.984451191461956,2.75,77.47,0.4471,55.43
22051020301,3166,76.91,80.42,47.24,60.81,97.87,86047,1.48988343579672,2.72,90.21,0.4607,65.23
22051020302,5297,78.63,80.35,45.8,56.41,96.03,74958,1.33007817711252,2.6,86.62,0.456,57.81
22051020303,3889,81.97,96.68,29.08,54.09,97.67,62339,2.38855291230209,2.79,89.95,0.4067,60.23
22051020502,6730,88.31,78.16,12.52,44.39,96.12,48342,2.26717967812668,2.88,75.86,0.3663,45.65
22051020505,1749,85.25,21.78,11.81,41.5,91.64,41776,2.13519724243585,2.87,80.71,0.397,43.42
22051020506,4042,88.67,77.44,18.29,54.93,88.41,47959,1.94124147709502,2.71,74.81,0.4214,58.24
