"FIPS","totpop","age","race","education","maritalstatus","employed","medhouseincome","rentpincome","householdsize","healthins","gini","household"
22051020507,4304,83.78,84.2,21.75,44.71,95,49528,1.7222581166209,2.45,85.13,0.4267,40.82
22051020508,7398,89.84,78.47,27.2,56.91,92.67,66863,1.66758895054066,3.06,80.69,0.4414,61.92
22051020511,4195,85.41,70.18,32.94,51.93,90.8,53636,2.16086210753971,2.49,83.6,0.4469,48.34
22051020512,2676,74.7,71.45,33.81,40.68,93.39,52457,1.49837009360047,2.01,81.34,0.4723,36.97
22051020513,4740,88.88,68.88,32.02,51.93,94.99,50174,1.829632877586,2.46,77.04,0.4509,48.44
22051020515,3070,89.12,71.82,12.04,54.57,97.95,62197,1.82323906297731,3.05,80.47,0.3045,62.67
22051020516,4753,91.33,42.39,10.6,34.82,89.04,41042,2.26353491545246,3.06,63.37,0.4371,34.79
22051020517,3957,90.78,93.99,41.69,55.44,94.77,82550,0.927922471229558,2.59,91.64,0.4398,57.05
22051020600,4853,94.48,26.87,4.88,27.07,80.97,30922,3.21130586637346,3.42,64.6,0.3936,30.17
22051020700,1122,80.12,32.71,3.49,48.3,93.62,30721,3.12164317567788,2.17,78.34,0.3779,35.47
22051021000,2542,80.13,59.48,14.52,40.29,88.32,43654,2.20369267421084,2.49,71.52,0.4314,43.52
22051021100,2169,86.03,88.61,11.53,45.8,83.36,52604,2.02836286213976,2.67,78.16,0.3902,41.92
22051021200,2466,71.17,63.58,9.16,32.83,82.36,27875,1.35605381165919,2.29,77.82,0.4483,27.62
22051021300,2955,86.13,88.09,22.58,62.56,98.31,66458,1.49417677330043,2.71,79.58,0.3983,66.09
22051021400,2033,83.72,91.54,32.61,51.46,89.33,74531,1.92939850531993,2.67,90.01,0.3351,53.48
22051021500,2977,88.51,53.31,16.5,39.84,86.39,27422,2.98300634527022,2.04,69.66,0.4547,29.63
22051021600,6240,82.29,72.05,19.62,34.79,90.25,36371,2.15556349839158,2.18,78.83,0.4329,25.44
22051021700,5681,84.91,78.91,26.24,45.58,86.87,46649,2.20583506613218,2.66,81.94,0.3716,50.7
22051021801,2505,78.4,80.2,26.57,43.57,90.43,51726,1.82306770289603,2.41,88.19,0.3496,38.48
22051021803,4720,97.12,42.48,19.42,18.72,96.47,31926,2.68746476226273,2.26,60.84,0.375,13.46
22051021804,2010,97.61,61.34,14.71,38.75,93.63,36167,2.64329361019714,2.67,68.06,0.435,33.02
22051021900,1842,88.87,59.23,20.94,30.2,95.58,37160,2.51076426264801,2.27,74.16,0.4069,25.43
22051022001,5139,94.01,44.6,21.98,21.12,93.87,35469,2.2413938932589,2,71.87,0.3878,13.95
22051022002,2424,71.16,96.91,37.38,53.13,96.51,60313,1.97469865534794,2.18,95.71,0.3823,49.14
22051022101,1484,73.92,90.77,61.09,59.2,97.02,80461,2.48691912852189,2.44,92.25,0.3867,59.41
22051022102,2334,67.27,82.39,35.19,38.47,95.37,32863,2.82688738094514,1.78,88.3,0.4917,26.96
22051022200,2235,77.23,98.43,41.46,53.71,95.9,61743,2.08768605347975,2.29,89.8,0.4658,45.23
22051022301,2740,77.74,92.41,37.17,47.15,94.78,56250,2.032,2.15,85.12,0.4082,43.91
22051022302,1650,80.48,84.12,37.3,43.42,95.94,35625,2.43087719298246,2.01,94.76,0.4884,35.81
22051022303,3123,92.54,70,22.7,24.22,86.85,32288,2.83387016848365,2.26,57.96,0.543,17.1
22051022400,3573,77.61,96.67,48.7,53.34,94.04,66838,1.47520871360603,2.14,88.6,0.5486,46
22051022500,2443,81.74,94.35,41.81,44.78,96.08,52250,1.77607655502392,2.2,82.03,0.4681,36.91
22051022600,3132,85.12,96.39,77.45,64.02,98.59,105561,0.809010903648128,2.49,97.09,0.5117,64.23
22051022700,2905,82.38,99.28,46.41,51.08,95.28,71071,1.93187094595545,2.21,89.63,0.5527,47.56
22051022800,2767,76.91,93.49,28.85,49.05,96.27,42976,2.20588235294118,2.16,89.16,0.4825,44.06
22051022900,2583,85.48,94.97,21.94,43.18,95.91,41875,2.22089552238806,2.2,86.53,0.427,37.15
22051023001,1919,78.01,97.24,31.82,54.78,95.45,68611,2.32761510544956,2.44,95.01,0.3429,59.03
22051023002,4323,81.38,93.45,34.26,43.8,94.86,55427,2.01887166904216,2.41,88.64,0.4291,45.56
22051023003,2937,78.72,96.63,26.45,60.02,92.6,66146,1.64182263477761,2.61,91.08,0.3566,63.49
22051023100,2166,83.01,93.49,24.92,38.34,96.11,37051,2.43718118269412,2.16,80.89,0.4157,30.7
22051023200,2812,83.14,92.92,20.39,45.08,90.14,44175,1.98528579513299,2.49,85.01,0.3933,47.13
22051023300,1586,86.38,95.08,23.28,48.64,94.64,44783,3.11725431525356,2.3,74.78,0.3295,44.48
22051023400,3345,82.45,96.65,34.43,56.44,99.04,65756,1.63179025488168,2.67,92.14,0.3405,61.18
22051023500,4193,81.87,93.25,17.77,57.53,95.06,58308,1.45777594841188,2.62,92.44,0.3711,58.22
22051023600,5072,84.62,76.12,14.6,44.78,93.65,52415,1.52055709243537,2.56,75.53,0.427,44.6
22051023700,2053,83.78,1.75,7.89,22.14,81.87,25746,3.00240814107046,2.63,80.42,0.422,19.72
22051023800,3632,87.94,58.62,25.06,36.03,94.91,38159,2.07028486071438,2.19,83.37,0.4798,31.36
22051023901,2311,79.79,97.66,37.05,58.02,97.9,76205,1.43035233908536,2.53,97.84,0.4015,55.2
22051023902,2436,81.61,98.36,53.3,62.95,92.57,85436,1.66557423100332,2.66,96.13,0.4407,66.19
22051023903,2217,76.32,98.38,45.8,61.28,94.48,74934,1.59206768623055,2.46,97.42,0.4001,62.67
22051023904,2922,80.29,87.99,36.54,52.9,95.14,53628,1.47124636383979,2.23,89.6,0.5195,45
22051024001,3098,77.05,98.74,17.12,48.29,98.52,63750,1.83058823529412,2.57,89.36,0.3719,53.92
22051024002,2933,81.18,93.66,40.28,51.43,97.11,80375,1.51664074650078,2.34,97.82,0.4063,51.76
22051024100,3248,84.51,95.81,19.64,48.86,94.81,53163,1.74933694486767,2.26,79.87,0.4209,40.9
22051024201,2401,89.21,81.55,27.8,36.79,93.38,47000,2.0468085106383,2.41,81.41,0.3338,35.34
22051024202,2917,94.99,55.19,56.42,25.44,98.23,50521,2.15949803052196,1.54,92.38,0.4012,15.8
22051024300,2731,82.24,85.61,28.94,36.28,91.22,44653,1.58108077844714,1.9,76.38,0.4263,31.16
22051024400,2786,86.4,74.12,22.92,32.24,95.52,40463,2.0117144057534,2.03,80.29,0.3808,25.75
22051024500,1616,75.68,83.91,18.72,39.33,95.86,38810,2.83174439577428,1.85,88.61,0.4143,34.25
22051024600,1369,83.42,20.09,6.19,19.85,83.35,34958,1.68201842210653,2.51,61.8,0.3549,20.88
22051024700,1821,83.53,67.66,20.83,33.7,98.86,36654,2.1498335788727,2.33,85.91,0.4299,29.81
22051024800,3201,79.54,97.88,64.95,58.18,96.21,79724,1.65194922482565,2.23,93.04,0.5195,54.85
22051024900,1673,84.82,67.6,20.44,32.97,91.79,38470,1.89498310371718,2.1,67.01,0.4698,24.39
22051025001,7909,94.15,25.57,24.37,46.14,93.6,54864,1.75889472149315,3.1,77.28,0.3995,48.75
22051025002,3282,89.15,47.65,13.3,47.26,89.37,45759,1.92967503660482,3.17,80.12,0.3994,45.8
22051025003,3985,85.32,60.4,24.94,50.14,94.35,55625,1.59280898876405,2.75,84.24,0.3789,46.82
22051025102,3965,82.88,73.32,35.07,54.68,94.64,76016,1.21290254683225,2.94,85.5,0.4379,61.77
22051025103,3921,86.53,44.48,17.07,41.21,92.75,46682,1.66016880167945,3.19,79.11,0.4308,50
22051025104,3607,93.37,51.07,15.8,37.61,97.29,52305,2.13555109454163,2.79,82.74,0.3796,33.95
22051025201,2292,92.19,31.81,5.31,31.83,95.86,24173,2.89992967360278,2.35,74.1,0.4885,25.95
22051025202,5899,92.02,42.4,15.26,34.57,87.5,35910,2.45614035087719,2.51,73.7,0.4599,30.93
22051025300,2178,82.78,70.84,19.66,34.8,93.5,35847,2.06711858732948,2.23,69.7,0.5511,28.59
22051025400,4325,90.57,36.67,14.7,40.58,92.76,45293,2.00693263859758,3.04,74.26,0.3989,38.18
22051025500,2754,90.6,23.67,5.31,27.67,84.84,26313,3.27974765325124,2.83,71.86,0.4737,20.06
22051025600,1476,91.06,71.27,31.09,30.37,93.76,37206,2.31145514164382,2.41,81.84,0.4779,26.07
22051025700,1474,83.65,16.76,12.95,28.84,80.42,23423,3.17636511121547,2.34,79.65,0.4738,23.21
22051025800,1746,86.48,49.08,14.01,29.61,87.33,39375,2.04698412698413,2.47,59.28,0.4612,31.91
22051025900,3292,87.48,53.46,11.64,21.88,93.79,25968,3.15388170055453,2.01,82.58,0.4927,21.78
22051026000,2150,85.44,63.86,5.05,30.84,89.96,43797,2.11201680480398,2.41,75.97,0.6307,30.43
22051026100,3555,83.6,42.48,9.61,35.74,92.72,28681,3.12053275687738,2.45,69.34,0.4494,32.06
22051026200,1458,83.4,1.51,9.29,28.5,89.58,29557,2.31417261562405,2.65,72.94,0.3861,31.03
22051026300,2434,85,89.19,15.3,42.48,96.93,42656,2.03253938484621,2.62,94.91,0.4707,37.22
22051026400,1637,80.76,89.19,5.49,51.67,94.47,52391,2.04806168998492,2.57,83.27,0.4395,48.74
22051026500,2102,60.75,76.59,14.96,40.47,94.06,27880,1.46700143472023,1.81,88.72,0.5843,36.44
22051026600,1996,82.52,79.51,11.24,34.17,88.96,36754,2.52489524949665,2.18,81.03,0.4584,22.15
22051026700,1806,74.47,58.08,11.68,41.52,98.56,29200,2.22260273972603,2.37,92.3,0.5199,38.48
22051026800,2492,86.88,23.88,9.74,28.55,87.82,30413,2.33452799789564,2.6,74.04,0.5054,23.77
22051026900,3214,83.23,1,6.82,23.87,87.34,22889,2.74367600157281,2.84,79.87,0.4506,23.14
22051027000,5307,85.94,41.87,6.93,38.26,95.54,36012,2.46584471842719,2.59,75.5,0.4354,42.01
22051027100,2545,84.87,97.13,6.52,52.41,83.9,43548,1.81868283273629,2.53,91.04,0.4445,54.47
22051027200,5458,82.26,71.53,5.05,32.56,89.33,32071,2.18577531102866,2.28,83.44,0.4211,30.09
22051027501,6216,91.26,57.82,7.5,53.31,85.44,48589,1.70408940295129,2.8,71.9,0.378,54.15
22051027502,3684,81.03,0.05,8.42,27.96,90.02,31413,3.5813198357368,2.94,87.43,0.4012,27.68
22051027601,5671,89.23,53.85,7.63,41.82,92.77,49898,2.19247264419416,3.16,84.55,0.3792,47.1
22051027602,4263,89.98,15.06,4.1,31,74.25,29245,3.21422465378697,3.21,74.2,0.4235,31.25
22051027701,5958,93.62,1.54,3.16,29.66,91.07,27014,3.44636114607241,3.23,76.18,0.394,29.14
22051027703,4054,94.2,41.07,5.04,41.18,92.66,38909,2.39019250044977,3.09,75.04,0.4403,41.36
22051027803,3125,93.02,34.5,4.21,19.13,97.3,24539,3.81433636252496,2.48,79.26,0.4285,15.71
22051027804,7986,93.19,49.06,43.11,56.06,98.08,90313,1.21466455549035,2.72,88.94,0.3752,58.85
22051027805,9214,93.11,29.32,22.54,48.78,91.44,65802,1.49843469803349,3.24,85.59,0.4114,59.73
22051027806,7391,89.91,61.56,15.1,54.86,94.63,53114,1.85450163798622,3.17,92.68,0.3934,59.26
22051027807,9447,91.08,66.07,20.21,64.95,95.44,71422,1.29791940858559,3.13,89.34,0.4017,78.78
22051027809,7672,92.69,55.81,10.65,43.19,94.43,54188,2.0207425998376,3.23,87.13,0.343,51.18
22051027810,4388,92.71,14.08,17.09,47.33,93.09,67321,1.81369854874408,3.46,85.91,0.3318,55.56
22051027811,3615,94.61,7.19,20.51,44.28,94.11,49688,2.41909515375946,3.22,79.11,0.4163,51.47
22051027812,4099,96.44,7.98,15.79,43.53,92.91,53750,1.82139534883721,3.37,85.31,0.3753,48.1
22051027901,2927,82.71,87.15,4.6,54.17,94.73,43333,1.82078323679413,2.79,84.06,0.476,59.43
22051027902,2191,76.86,98.81,7.39,60.07,94.59,46063,2.2121876560363,2.37,80.36,0.4216,59.85
22051028000,4415,95.18,65.03,14.5,59.48,97.98,60920,1.67104399212081,2.81,83.26,0.3539,66.33
22051028100,2261,85.98,10.17,7.22,28.31,75.42,26121,2.76023123157613,2.7,74.7,0.4777,21.05
22051028200,4381,89.39,57.82,5.33,48.86,83.83,30473,2.28398910510944,2.56,73.54,0.4539,39.85
22053000100,4861,86.59,80.13,15.85,55.64,96.71,52111,1.21855270480321,2.62,89.55,0.4413,55.29
22053000200,4349,85.03,91.88,14.98,61.24,91.79,49500,1.17575757575758,2.54,91.93,0.4585,60.53
22053000300,5099,84.78,76.54,9.52,50.22,91,40928,1.2045543393276,2.73,83.3,0.4104,48.14
22053000400,6981,86.15,86.38,8.03,52.11,90.07,40810,1.46287674589561,2.64,87.19,0.4289,52.56
22053000500,4555,83.78,83.89,17.52,46.89,88.42,50185,1.36096443160307,2.59,88.15,0.4586,46.42
22053000600,3397,87.43,59.11,5.8,31.47,85.99,24203,2.00801553526422,2.71,76.27,0.5446,29.9
22053000700,2287,83.87,59.03,14.21,46.85,94.71,35319,1.39301792236473,2.34,87.23,0.46,45.55
22055000100,3075,92.88,55.06,18.93,20.66,96.01,39577,1.51097859868105,1.93,63.63,0.4594,24.66
22055000200,2330,85.97,13.82,6.36,18.22,81.23,24214,2.97761625505906,2.64,71.94,0.4597,15.26
22055000500,2642,86.11,93.68,53.37,23.73,92.28,37220,2.01235894680279,1.87,79.14,0.4528,20.6
22055000602,4656,84.39,80.54,30.43,31.28,90.41,42907,1.5615167688256,2.33,82.48,0.4496,27.36
22055000603,2902,88.39,81.5,26.03,34.62,91.93,51292,1.58894174530141,2.58,84.97,0.4781,35.82
22055000604,6573,90.07,68.29,22.62,31.06,97.5,38125,2.11147540983607,2.02,73.76,0.3893,24.2
22055000700,3680,91.01,16.36,7.29,30.54,83.84,24444,3.03141875306824,2.99,65.43,0.3846,28.18
22055000800,2656,85.69,3.35,10.29,20.87,78.71,15463,4.85028778374184,2.01,59.53,0.4913,14.29
22055000900,1756,87.64,14.12,3.08,19,81.92,9325,8.30026809651475,2.55,73.52,0.5852,14.26
22055001001,5490,91.26,51.91,17.24,42.58,94.83,43500,1.45287356321839,2.93,82.67,0.4366,43.68
22055001002,3385,89.36,41.83,17.87,41.25,96.08,41972,1.74163728199752,2.08,87.52,0.4199,32.32
22055001003,3623,84.24,63.46,19.03,54.87,94.86,54770,1.16487127989775,2.34,83.74,0.3951,55.07
22055001100,6434,90.1,26.19,9.9,29.76,85.55,20983,3.34556545775151,2.62,71.16,0.4897,25.54
22055001200,7191,87.51,23.35,19.83,43.45,89.28,38508,1.55032720473668,2.49,81.67,0.4105,40.36
22055001300,4613,83.7,39.13,11.27,28.08,90.66,20342,2.34981811031364,2.28,79.97,0.5289,24.39
22055001401,9074,91.35,90.74,36.62,56.77,97.31,80302,1.11454260167866,2.91,88.72,0.4714,61.74
22055001402,7107,92.53,90.08,35.36,64.81,95.27,80927,1.11211338613812,2.94,92.94,0.3922,70.81
22055001403,5210,87.6,82.9,41.28,50.88,95.23,67973,1.42115251644035,2.61,85.11,0.4659,47.56
22055001404,9134,94.9,89.31,42.66,66.98,94.33,91489,0.858026648012329,2.94,93.11,0.3893,67.77
22055001405,8351,92.55,70.64,38.33,41.17,92.3,53768,1.41348013688439,2.6,86.97,0.4522,40.92
22055001406,5326,87.46,69.83,46.66,31.61,95.66,48024,2.06771614192904,2.02,85.77,0.4727,24.08
22055001407,4841,83.8,91.37,57.21,52.14,96.29,74932,1.3652378156195,2.17,91.53,0.5073,45.72
22055001409,9108,91.13,75.21,22.19,50.05,95.21,52794,1.30507254612267,2.56,87.48,0.5287,47.05
22055001410,11996,92.41,85.08,27.7,62.77,91.57,85247,0.885661665513156,2.76,89.83,0.4359,61.58
22055001411,1953,86.23,84.38,22.94,48.12,98.1,42034,1.45358519293905,2.3,87.64,0.4958,41.18
22055001500,5173,81.09,86.8,61.24,50.9,98.13,47137,1.51685512442455,2.16,93.74,0.5718,44.93
22055001600,3032,79.39,98.22,68.1,58.7,98.56,79496,1.47177216463721,2.54,94.46,0.4893,61.44
22055001700,6197,84.27,90.98,40.17,47.65,96.41,61439,1.1312033073455,2.49,88.22,0.3862,47.99
22055001801,3994,91.61,69.1,35.13,31,98.33,43542,1.69721188737311,2.58,79.64,0.4573,28.92
22055001802,4154,90.71,80.98,35.12,42,98.31,46835,2.09245222589943,2.41,84.33,0.4217,41.52
22055001901,5746,90.01,86.48,15.92,58.58,95,52146,0.903233229777931,2.92,88.3,0.4656,61.58
22055001902,7300,86.96,86.99,19.05,52.63,97.87,52329,1.29564868428596,2.45,78.8,0.4818,48.06
22055001903,6416,97.05,65.12,13.92,45.53,96.71,46232,1.35836649939436,3.16,68.22,0.5776,36.85
22055001904,4792,89.82,80.26,34.77,53.11,98.65,59259,1.38206854654989,2.6,86.55,0.4507,51.9
22055001905,4980,93.94,76,26.24,49.29,89.66,63681,1.35205163235502,2.61,81.2,0.3764,48.97
22055002001,5429,91.86,58.7,7.99,44.6,93.01,36383,1.86625621856361,2.68,81.53,0.4743,39.4
22055002002,5861,92.07,66.75,14.4,56.95,93.07,51786,1.4521299192832,2.51,83.86,0.4472,56.09
22055002101,4826,90.68,62.95,11.5,50.69,91.69,47137,1.50412627023357,2.64,83.24,0.3972,48.33
22055002102,5202,92.62,78.85,11.21,55.81,89.26,56314,1.42948467521398,2.94,79.77,0.4152,59.54
22055002103,4074,83.09,59.77,15.39,41.2,90.01,32171,2.03288676136893,2.43,79.61,0.4469,41.73
22055002104,5431,88.82,85.75,17.74,60.87,95.33,63031,1.10580508003998,2.7,88.45,0.4707,64
22055002200,5873,93.94,69.23,47.7,18.85,89.1,35400,1.98587570621469,2.09,87.16,0.5107,20.67
22057020100,2824,82.22,76.7,17.53,44.27,97.73,40632,1.63664107107698,2.12,76.35,0.4122,38.73
22057020202,3290,86.66,83.13,43.31,65.17,98.39,94042,0.816656387571511,2.68,95.14,0.3828,66.75
22057020400,2086,82.21,35.62,10.71,30.56,88.31,28343,2.01460678121582,2.46,76.5,0.4211,32.45
22057020500,5771,88.86,54.03,10.53,38.8,96.29,40774,1.57453279050375,2.45,81.74,0.4305,36.7
22057020600,2226,83.51,82.17,21.13,55.78,94.5,69464,0.970286767246343,2.87,91.54,0.3769,61.52
22057020702,3334,93.73,70.37,21.28,45.5,92.4,44728,1.88696118762297,2.62,82.12,0.4571,43.26
22057020703,5048,88.39,67.23,37.03,54.71,96.61,69118,0.882548684857779,2.77,84.51,0.5186,57.25
22057020704,6026,86.94,91.55,16.08,64.45,95.27,55833,1.40060537674852,2.9,84.1,0.4103,69.42
22057020800,4105,84.73,97.52,14.58,58.82,94.5,51218,1.79819594673748,2.49,85.79,0.4607,62.71
22057020900,2172,88.35,26.61,11.05,31.16,90.14,32067,1.38460099167368,2.88,75.74,0.4459,34.62
22057021000,3085,88.78,87.65,8.34,47.8,95.96,41382,1.56348170702238,2.8,78.65,0.4192,53.85
22057021100,7456,86.01,91.08,6.18,53.88,90.94,51786,1.13157996369675,2.85,82.43,0.4041,58.22
22057021200,4466,85.47,83.45,6.29,48.14,90.13,44896,1.38987883107627,2.71,81.09,0.417,47.9
22057021300,2797,81.16,81.37,5.56,48.62,92.46,38647,1.58356405413098,2.65,81.23,0.5293,49.81
22057021400,4064,87.87,81.45,14.67,62.21,94.19,53652,1.04935510325803,2.82,79.88,0.3991,64.06
22057021500,4726,84.68,86.27,11.98,57.34,94.23,45038,1.6896842666193,2.63,84.57,0.4618,59.32
22057021601,7034,90.05,91.36,14.55,60.69,97.74,59535,1.1875367430923,2.87,84.29,0.4703,65.12
22057021602,3695,89.17,86.68,14,67.31,97.76,73378,0.851753931696149,2.89,83.98,0.4286,68.29
22057021700,3803,84.99,86.96,5.72,43.25,95.48,40375,1.73869969040248,2.39,86.67,0.4139,39.62
22057021800,5116,86.63,66.18,11.65,44.46,94.63,43554,1.575056252009,2.62,80.56,0.4596,46.34
22057021901,6726,93.59,89.71,12.34,58.45,91.5,54078,1.19087244350753,3.11,83.24,0.4161,63.19
22057021902,4175,86.44,93.99,14.54,52.66,92.21,52917,0.924088667158002,2.64,85.84,0.4029,58.13
22057022000,2428,87.89,72.86,41.57,26.37,95.55,54461,1.17515286168084,2.43,92.94,0.5031,44.98
22059970100,4551,86.22,83.96,11.41,55.36,89.44,36975,1.27924273157539,2.56,71.98,0.432,61.72
22059970200,5751,82.79,77.4,13.57,52.74,95.73,38191,1.33801157340735,2.22,78.2,0.4492,49.88
22059970300,4538,87.97,98.44,15.94,64.22,98.08,60938,1.17988775476714,2.59,84.77,0.3986,62.96
22061960100,3577,83.81,80.6,31.04,59.62,96.26,55313,1.0738885976172,2.58,87.28,0.4302,60.1
22061960200,4138,86.25,59.47,18.58,46.76,92.49,43899,1.47839358527529,2.64,78.79,0.5123,47.41
22061960300,5235,90.62,12.34,34.55,16.21,78.24,24082,2.54962212440827,2.9,66.35,0.4808,20.96
22061960400,5287,90.69,70.8,63.21,32.11,90.28,45556,1.66388620598823,2.44,90.91,0.5106,32.74
22061960500,4107,82.98,77.21,49.89,53.17,96.31,52792,1.26913168661918,2.53,94.36,0.4452,53.49
22061960600,5360,87.16,58,22.89,32.15,92.03,33460,2.06216377764495,2.76,77.42,0.5237,36.85
22061960700,5601,87.15,85.77,27.55,56.1,93.43,52413,1.10277984469502,2.6,85.22,0.4905,56.42
22061960800,3694,90.96,23.5,19.79,24.19,87.54,20725,2.92400482509047,2.66,73.39,0.5682,24.31
22061960900,2432,79.61,16.28,22.32,35.88,87.71,19656,2.69129019129019,2.17,76.62,0.437,32
22061961000,7112,96.5,52.15,44.02,23.9,79.81,23878,2.81430605578357,2.35,79.8,0.5372,33.97
22063040100,10516,89.38,89.44,16.73,46.84,89.41,45396,1.58383998590184,2.9,81.28,0.4635,47.39
22063040201,5340,89.48,90.3,10.02,54.35,96.74,50750,1.3576354679803,2.58,82.73,0.4112,58.88
22063040202,4458,90.24,95.49,15.34,53.87,96.73,50858,0.981163238821818,2.74,82.57,0.4514,48
22063040301,8529,89.64,97.01,18.83,60.63,94.28,63457,1.19135792741542,2.85,86.96,0.381,60.88
22063040303,10165,92.26,93.09,24.55,59.27,96,71290,1.2414083321644,2.99,89.02,0.3308,60.31
22063040304,5661,93.31,96.38,8.09,55.22,88.84,70208,0.780537830446673,2.98,84.96,0.3216,61.62
22063040401,7237,89.62,97.49,11.94,52.92,91.07,48750,1.4974358974359,2.84,75.51,0.4435,51.91
22063040402,7834,92.46,90.77,17.15,49.09,94.6,62117,1.33296843054236,2.87,85.32,0.3794,55.05
22063040500,11383,90.39,94.56,23.01,52.35,93.38,53350,1.41330834114339,2.91,83.72,0.4894,53.43
22063040600,9009,86.85,78.84,15.47,50.49,93.96,49000,1.41632653061225,2.61,82.74,0.398,48.24
22063040700,4146,80.82,96.5,14.35,48.98,89.39,40733,1.88544914442835,2.75,80.58,0.3807,48.55
22063040802,5495,86.22,95.76,10.28,61.85,94.5,47295,1.09736758642563,2.57,88.82,0.446,60.97
22063040804,14693,93.87,89.93,24.83,58.46,96.12,66573,1.47206825589954,2.99,82.73,0.3475,55.45
22063040805,5344,89.17,93.99,22.74,52.65,94.17,62400,1.67307692307692,2.81,84.81,0.3549,55.41
22063040806,7018,90.68,98.53,25.93,53.42,93.38,69111,1.28778342087367,2.82,86.05,0.4423,57.8
22063040901,6055,86.29,83.07,12.02,56.23,89.56,44813,1.53303728828688,2.46,78.89,0.458,54.33
22063040902,5309,86.72,93.86,15.2,53.42,92.33,60050,1.32223147377186,2.47,77.9,0.4093,54.16
22065960100,2175,81.89,66.94,14.99,43.36,90.38,29210,1.98562136254707,2.44,60.77,0.5225,43.28
22065960200,3283,90.56,57.81,5.26,35.91,86.74,21782,2.38270131301074,2.41,61.31,0.5021,42.71
22065960300,2921,91.82,3.49,13.8,26.34,67.15,20408,2.46471971775774,2.88,59.5,0.5407,25.63
22065960400,1643,90.51,2.43,16.37,28.27,78.81,20938,2.44531473875251,2.8,70.13,0.4889,27.29
22065960500,2091,84.55,48.3,11.82,32.74,82.52,27150,2.46040515653775,2.81,56.93,0.4231,38.82
22067950100,1473,82.08,78.95,10.18,65.17,87.81,43875,1.1965811965812,2.45,78.14,0.3864,67.77
22067950200,5508,84.02,81.92,15.12,60.57,95.72,40869,1.68342753676381,2.68,87.16,0.4205,61.95
22067950300,2573,84.18,79.56,16.15,53.94,95.99,41929,1.09232273605381,2.58,78.55,0.4543,56.91
22067950400,3710,90.78,11.24,8.94,22.71,85.38,19547,2.51701028290786,2.95,73.5,0.4508,22.28
22067950500,5074,84.13,43.89,6.67,39.04,88.08,27941,2.26906696252818,2.84,68.5,0.4173,41.05
22067950600,2892,78.6,64.97,13.7,47.97,88.26,28750,1.50608695652174,2.29,71.28,0.4791,44.46
22067950700,3454,87.12,49.1,11.83,43.8,90.32,34835,1.48126883881154,2.53,82.44,0.4578,41.65
22067950800,3209,82.55,13.24,9.4,19.98,80.74,18240,2.86732456140351,2.33,73.26,0.507,18.43
22069000100,2548,80.89,70.33,9.61,53.74,91.64,38323,1.14291678626412,2.65,78.65,0.4534,57.65
22069000200,3339,87.36,66.16,8.07,50.48,86.83,34643,1.63380769563837,2.81,79.16,0.4961,47.73
22069000300,4484,83.21,73.57,17.11,57.33,93.43,41090,1.77902165977123,2.51,84.05,0.6038,52.7
22069000400,4433,88.47,14.05,13.22,33.53,84.92,24375,2.59282051282051,2.88,80.94,0.4492,34.07
22069000500,3898,78.09,72.32,46.48,48.63,96.29,49839,1.28012199281687,2.3,89.88,0.473,46.33
22069000600,8376,92.59,40.02,21.71,23.72,88.83,24596,2.67523174499919,2.5,79.56,0.5634,23.21
22069000700,3552,89.86,23.37,19.73,20.47,85.04,18807,2.75429361407986,2.21,69.68,0.5458,18.04
22069000800,4590,85.25,81.94,23.57,61.26,95.81,46596,1.22542707528543,2.63,83.16,0.4681,64.76
22069000900,4214,83.89,66.26,19.59,54.64,91.48,38796,1.52077533766368,2.4,82.89,0.4468,50.4
22071000100,2391,89.46,75.58,48.16,35.23,94.2,56806,1.68116044079851,1.93,80,0.4613,29.5
22071000200,1217,90.55,18.32,11.9,29.53,87.52,28000,3.04285714285714,2.51,80.94,0.4858,22.82
22071000300,1205,88.05,8.38,6.67,11.43,75.25,22619,3.39095450727265,2.24,57.26,0.4128,9.89
22071000400,2207,87.9,13.5,15.41,41.91,88.75,33066,3.17546724732353,2.54,91.23,0.4696,33.76
22071000601,781,86.3,0,14.25,10.44,77.87,19457,2.60574600400884,2.73,71.19,0.3918,5.59
22071000602,3147,88.4,5.56,10.05,24.9,84.84,27083,3.38219547317505,3.24,88.9,0.4381,22.43
22071000603,1444,89.13,7.48,2.88,22.73,80.61,31974,3.4684431100269,2.97,52.01,0.4072,16.46
22071000604,4801,93.19,10.83,13.26,28.85,88.04,39811,2.40134636155836,2.77,70.2,0.3804,27.82
22071000605,2339,91.02,37.58,12.17,26.84,79.69,37569,2.57393063429956,2.54,73.38,0.4322,28.37
22071000606,4329,85.86,43.64,30.95,47.8,91.48,56054,2.72237485282049,2.53,84.01,0.4232,49.45
22071000607,3679,82.66,56.81,48,56.36,91.52,58783,2.2931800010207,2.45,87.16,0.4346,50.83
22071000611,4038,86.13,1.16,8.92,34.38,86.58,37375,2.35986622073579,2.65,75.34,0.4363,31.17
22071000613,4511,85.46,12.81,13.6,22.21,80.79,17405,4.37230680838839,2.25,84.45,0.5377,15.68
22071000615,3350,92.42,28.81,26.08,32.64,89.43,30804,2.49967536683548,2.23,85.34,0.4703,26.72
22071000616,4474,88.76,32.7,37.28,48.55,87.87,52632,1.78218574251406,2.79,86.71,0.4757,49.87
